,Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Report Date,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Selling,Research & Development,Interest Expense, Net Pretax Income (Loss),Pretax Income (Loss),Income Tax (Expense) Benefit,Net Income
542,KR,258154,USD,2019,FY,2020-01-31,2020-03-03,2022-03-29,799000000.0,805000000.0,122286000000.0,-96178000000.0,26108000000.0,-23857000000.0,-21208000000.0,-2649000000.0,1648000000.0,333000000.0,-469000000.0,1512000000.0,1659000000.0
543,KR,258154,USD,2020,FY,2021-01-31,2021-03-30,2023-03-28,773000000.0,781000000.0,132498000000.0,-101597000000.0,30901000000.0,-28121000000.0,-24500000000.0,-2747000000.0,2265000000.0,1105000000.0,-782000000.0,2588000000.0,2585000000.0
544,KR,258154,USD,2021,FY,2022-01-31,2022-03-29,2024-04-02,799000000.0,799000000.0,137888000000.0,-107539000000.0,30349000000.0,-26872000000.0,-23203000000.0,-2824000000.0,2872000000.0,-821000000.0,-385000000.0,1666000000.0,1655000000.0
545,KR,258154,USD,2022,FY,2023-01-31,2023-03-28,2024-04-02,718000000.0,727000000.0,148258000000.0,-116480000000.0,31778000000.0,-27652000000.0,-23848000000.0,-2965000000.0,3630000000.0,-728000000.0,-653000000.0,2249000000.0,2244000000.0
546,KR,258154,USD,2023,FY,2024-01-31,2024-04-02,2024-04-02,718000000.0,725000000.0,150039000000.0,-116675000000.0,33364000000.0,-30268000000.0,-26252000000.0,-3125000000.0,2685000000.0,151000000.0,-667000000.0,2169000000.0,2164000000.0
1547,KVUE,9075752,USD,2022,FY,2022-12-31,2023-03-02,2024-03-01,1716160000.0,1716160000.0,14950000000.0,-6665000000.0,8285000000.0,-5610000000.0,-5633000000.0,,2637000000.0,,-573000000.0,2064000000.0,2064000000.0
1548,KVUE,9075752,USD,2023,FY,2023-12-31,2024-03-01,2024-03-01,1846135000.0,1850325000.0,15444000000.0,-6801000000.0,8643000000.0,-6131000000.0,-6141000000.0,,2190000000.0,,-526000000.0,1664000000.0,1664000000.0
1994,LDOS,902720,USD,2019,FY,2020-01-31,2020-02-18,2020-02-18,143000000.0,145000000.0,11094000000.0,-9546000000.0,1548000000.0,-649000000.0,-689000000.0,,871000000.0,-5000000.0,-196000000.0,670000000.0,667000000.0
1995,LDOS,902720,USD,2020,FY,2021-01-31,2021-02-23,2023-02-14,142000000.0,144000000.0,12297000000.0,-10560000000.0,1737000000.0,-770000000.0,-770000000.0,,764000000.0,17000000.0,-152000000.0,629000000.0,628000000.0
1996,LDOS,902720,USD,2021,FY,2022-01-31,2022-02-14,2023-02-14,141000000.0,143000000.0,14396000000.0,-12312000000.0,2084000000.0,-950000000.0,-950000000.0,,944000000.0,-58000000.0,-193000000.0,693000000.0,685000000.0
552,LEN,80077,USD,2019,FY,2019-11-30,2020-01-27,2022-01-28,328926827.0,328929926.0,22259561000.0,-19457266000.0,2802295000.0,-321188000.0,-321188000.0,,2442924000.0,-8632000.0,-592173000.0,1842119000.0,1849052000.0
553,LEN,80077,USD,2020,FY,2020-11-30,2021-01-22,2023-01-26,319616398.0,319617431.0,22488854000.0,-19014746000.0,3474108000.0,-333446000.0,-333446000.0,,3065408000.0,58380000.0,-656235000.0,2467553000.0,2465036000.0
554,LEN,80077,USD,2021,FY,2021-11-30,2022-01-28,2024-01-26,316730196.0,316730196.0,27130676000.0,-21563082000.0,5567594000.0,-429336000.0,-398381000.0,,5368081000.0,450977000.0,-1362509000.0,4456549000.0,4430111000.0
1098,LH,378177,USD,2019,FY,2019-12-31,2020-02-28,2022-02-25,113955600.0,114770400.0,11554800000.0,-8302299999.0,3252500001.0,-1867700000.0,-1624500000.0,-243200000.0,1159500001.0,-54600000.0,-280000000.0,824900001.0,823800001.0
1099,LH,378177,USD,2020,FY,2020-12-31,2021-02-25,2023-02-28,113257200.0,114072000.0,13978500000.0,-9025700000.0,4952800000.0,-2004700000.0,-1729300000.0,-275400000.0,2721800000.0,-502700000.0,-662100000.0,1557000000.0,1556100000.0
1100,LH,378177,USD,2021,FY,2021-12-31,2022-02-25,2024-02-26,112093200.0,113024400.0,13136100000.0,-8143700000.0,4992400000.0,-1919800000.0,-1690300000.0,-229500000.0,2911600000.0,-24000000.0,-690000000.0,2197600000.0,2377300000.0
1101,LH,378177,USD,2022,FY,2022-12-31,2023-02-28,2024-02-26,106040400.0,106622400.0,11863900000.0,-8155000000.0,3708900000.0,-1956700000.0,-1763100000.0,-193600000.0,1553100000.0,-315700000.0,-233900000.0,1003500000.0,1279100000.0
1102,LH,378177,USD,2023,FY,2023-12-31,2024-02-26,2024-02-26,87100000.0,87600000.0,12161600000.0,-8796700000.0,3364900000.0,-2241200000.0,-2021400000.0,-219800000.0,967000000.0,-398100000.0,-188500000.0,380400000.0,418000000.0
407,LHX,248838,USD,2019,FY,2019-12-31,2020-02-25,2022-02-25,118000000.0,120500000.0,9263000000.0,-6726000000.0,2537000000.0,-1881000000.0,-1881000000.0,,725000000.0,183000000.0,-73000000.0,835000000.0,822000000.0
408,LHX,248838,USD,2020,FY,2020-12-31,2021-03-01,2023-02-24,214000000.0,215900000.0,18194000000.0,-12886000000.0,5308000000.0,-3315000000.0,-3315000000.0,,2140000000.0,-818000000.0,-234000000.0,1088000000.0,1119000000.0
409,LHX,248838,USD,2021,FY,2021-12-31,2022-02-25,2024-02-20,195100000.0,196800000.0,17814000000.0,-12438000000.0,5376000000.0,-3280000000.0,-3280000000.0,,2270000000.0,13000000.0,-440000000.0,1843000000.0,1845000000.0
410,LHX,248838,USD,2022,FY,2022-12-31,2023-02-24,2024-02-20,201300000.0,203200000.0,17062000000.0,-12135000000.0,4927000000.0,-3006000000.0,-3006000000.0,,2067000000.0,-794000000.0,-212000000.0,1061000000.0,1062000000.0
411,LHX,248838,USD,2023,FY,2023-12-31,2024-02-20,2024-02-20,189600000.0,190600000.0,19419000000.0,-14306000000.0,5113000000.0,-3262000000.0,-3262000000.0,,1646000000.0,-425000000.0,-23000000.0,1198000000.0,1227000000.0
1290,LIN,1117109,USD,2019,FY,2019-12-31,2020-03-02,2022-02-28,541094000.0,545170000.0,28228000000.0,-16644000000.0,11584000000.0,-8316000000.0,-3457000000.0,-4675000000.0,3298000000.0,-371000000.0,-769000000.0,2272000000.0,2285000000.0
1291,LIN,1117109,USD,2020,FY,2020-12-31,2021-03-01,2023-02-28,526736000.0,531157000.0,27243000000.0,-15383000000.0,11860000000.0,-8477000000.0,-3193000000.0,-4626000000.0,3207000000.0,177000000.0,-847000000.0,2622000000.0,2501000000.0
1292,LIN,1117109,USD,2021,FY,2021-12-31,2022-02-28,2024-02-28,515169000.0,520079000.0,30793000000.0,-17543000000.0,13250000000.0,-8240000000.0,-3189000000.0,-4635000000.0,4907000000.0,192000000.0,-1262000000.0,3956000000.0,3826000000.0
1293,LIN,1117109,USD,2022,FY,2022-12-31,2023-02-28,2024-02-28,516896000.0,521875000.0,33364000000.0,-19450000000.0,13914000000.0,-8483000000.0,-3107000000.0,-4204000000.0,5306000000.0,237000000.0,-1434000000.0,4281000000.0,4147000000.0
1294,LIN,1117109,USD,2023,FY,2023-12-31,2024-02-28,2024-02-28,488191000.0,492290000.0,32854000000.0,-17492000000.0,15362000000.0,-7297000000.0,-3295000000.0,-3816000000.0,7824000000.0,164000000.0,-1814000000.0,6341000000.0,6199000000.0
1919,LKQ,124743,USD,2019,FY,2019-12-31,2020-02-27,2022-02-25,310155000.0,310969000.0,12506109000.0,-7654315000.0,4851794000.0,-3871070000.0,-3580300000.0,-290770000.0,874975000.0,-83953000.0,-215330000.0,543415000.0,541260000.0
1920,LKQ,124743,USD,2020,FY,2020-12-31,2021-02-26,2023-02-23,304640000.0,305006000.0,11629000000.0,-7036000000.0,4593000000.0,-3538000000.0,-3266000000.0,-272000000.0,967000000.0,-82000000.0,-250000000.0,640000000.0,638000000.0
1921,LKQ,124743,USD,2021,FY,2021-12-31,2022-02-25,2024-02-22,294026000.0,294885000.0,13089000000.0,-7767000000.0,5322000000.0,-3828000000.0,-3568000000.0,-260000000.0,1443000000.0,-44000000.0,-331000000.0,1091000000.0,1091000000.0
1922,LKQ,124743,USD,2022,FY,2022-12-31,2023-02-23,2024-02-22,304640000.0,305006000.0,12794000000.0,-7571000000.0,5223000000.0,-3781000000.0,-3544000000.0,-237000000.0,1379000000.0,139000000.0,-385000000.0,1144000000.0,1149000000.0
1923,LKQ,124743,USD,2023,FY,2023-12-31,2024-02-22,2024-02-22,267600000.0,268300000.0,13866000000.0,-8291000000.0,5575000000.0,-4153000000.0,-3870000000.0,-283000000.0,1252000000.0,-17000000.0,-306000000.0,944000000.0,936000000.0
555,LLY,378181,USD,2019,FY,2019-12-31,2020-02-19,2022-02-23,931059000.0,935684000.0,22319500000.0,-4721200000.0,17598300000.0,-11808800000.0,-6213800000.0,,6081100000.0,-815200000.0,-628000000.0,4637900000.0,8318400000.0
556,LLY,378181,USD,2020,FY,2020-12-31,2021-02-17,2023-02-22,907634000.0,912505000.0,24539800000.0,-5483300000.0,19056500000.0,-12097500000.0,-6121200000.0,,8130900000.0,-901000000.0,-1036200000.0,6193700000.0,6193700000.0
557,LLY,378181,USD,2021,FY,2021-12-31,2022-02-23,2024-02-21,956589000.0,956589000.0,28318400000.0,-7312800000.0,21005600000.0,-13362300000.0,-6431600000.0,,7441700000.0,-1286200000.0,-573800000.0,5581700000.0,5581700000.0
558,LLY,378181,USD,2022,FY,2022-12-31,2023-02-22,2024-02-21,950177900.0,950177900.0,28541400000.0,-6629800000.0,21911600000.0,-13631200000.0,-6440400000.0,,7959500000.0,-1153100000.0,-561600000.0,6244800000.0,6244800000.0
559,LLY,378181,USD,2023,FY,2023-12-31,2024-02-21,2024-02-21,900181000.0,903284000.0,34124100000.0,-7082200000.0,27041900000.0,-16716500000.0,-7403100000.0,,10422100000.0,-3867500000.0,-1314200000.0,5240400000.0,5240400000.0
565,LMT,103644,USD,2019,FY,2019-12-31,2020-02-07,2022-01-25,282000000.0,283800000.0,59812000000.0,-51445000000.0,8367000000.0,,,,7241000000.0,,-1011000000.0,6230000000.0,6230000000.0
566,LMT,103644,USD,2020,FY,2020-12-31,2021-01-28,2023-01-26,280000000.0,281200000.0,65398000000.0,-56744000000.0,8654000000.0,,,,8235000000.0,,-1347000000.0,6888000000.0,6833000000.0
567,LMT,103644,USD,2021,FY,2021-12-31,2022-01-25,2024-01-23,276000000.0,277000000.0,67044000000.0,-57983000000.0,9061000000.0,,,,7550000000.0,,-1235000000.0,6315000000.0,6315000000.0
568,LMT,103644,USD,2022,FY,2022-12-31,2023-01-26,2024-01-23,264000000.0,265000000.0,65984000000.0,-57697000000.0,8287000000.0,,,,6680000000.0,,-948000000.0,5732000000.0,5732000000.0
569,LMT,103644,USD,2023,FY,2023-12-31,2024-01-23,2024-01-23,250000000.0,251000000.0,67571000000.0,-59092000000.0,8479000000.0,,,,8098000000.0,,-1178000000.0,6920000000.0,6920000000.0
981,LNT,119577,USD,2019,FY,2019-12-31,2020-02-21,2022-02-18,238500000.0,239000000.0,3648000000.0,-999000000.0,2649000000.0,-1871000000.0,-481000000.0,-567000000.0,543000000.0,93000000.0,-69000000.0,567000000.0,557000000.0
982,LNT,119577,USD,2020,FY,2020-12-31,2021-02-19,2023-02-24,248400000.0,248700000.0,3416000000.0,,,-2676000000.0,-449000000.0,-615000000.0,512000000.0,55000000.0,57000000.0,624000000.0,614000000.0
983,LNT,119577,USD,2021,FY,2021-12-31,2022-02-18,2024-02-16,250300000.0,250800000.0,3669000000.0,-1437000000.0,2232000000.0,-1437000000.0,,-657000000.0,600000000.0,,74000000.0,674000000.0,659000000.0
984,LNT,119577,USD,2022,FY,2022-12-31,2023-02-24,2024-02-16,250900000.0,251200000.0,4205000000.0,-1792000000.0,2413000000.0,-1485000000.0,,-671000000.0,708000000.0,,-22000000.0,686000000.0,686000000.0
985,LNT,119577,USD,2023,FY,2023-12-31,2024-02-16,2024-02-16,253000000.0,253300000.0,4027000000.0,-1618000000.0,2409000000.0,-1466000000.0,,-676000000.0,707000000.0,,-4000000.0,703000000.0,703000000.0
570,LOW,186050,USD,2019,FY,2020-01-31,2020-03-23,2021-03-22,777000000.0,778000000.0,72148000000.0,-49205000000.0,22943000000.0,-16629000000.0,-15367000000.0,-1262000000.0,5623000000.0,,-1342000000.0,4281000000.0,4281000000.0
571,LOW,186050,USD,2020,FY,2021-01-31,2021-03-22,2022-03-21,748000000.0,750000000.0,89597000000.0,-60025000000.0,29572000000.0,-19925000000.0,-18526000000.0,-1399000000.0,8799000000.0,-1060000000.0,-1904000000.0,5835000000.0,5835000000.0
572,LOW,186050,USD,2021,FY,2022-01-31,2022-03-21,2024-03-25,690000000.0,692000000.0,96250000000.0,-64194000000.0,32056000000.0,-19963000000.0,-18301000000.0,-1662000000.0,11208000000.0,,-2766000000.0,8442000000.0,8442000000.0
573,LOW,186050,USD,2022,FY,2023-01-31,2023-03-27,2024-03-25,629000000.0,631000000.0,97059000000.0,-64802000000.0,32257000000.0,-22098000000.0,-20332000000.0,-1766000000.0,9036000000.0,,-2599000000.0,6437000000.0,6437000000.0
574,LOW,186050,USD,2023,FY,2024-01-31,2024-03-25,2024-03-25,582000000.0,584000000.0,86377000000.0,-57533000000.0,28844000000.0,-17287000000.0,-15570000000.0,-1717000000.0,10175000000.0,,-2449000000.0,7726000000.0,7726000000.0
547,LRCX,101897,USD,2019,FY,2019-06-30,2019-08-20,2021-08-17,1524780000.0,1599150000.0,9653559000.0,-5295100000.0,4358459000.0,-1893727000.0,-702407000.0,,2446571000.0,,-255141000.0,2191430000.0,2191430000.0
548,LRCX,101897,USD,2020,FY,2020-06-30,2020-08-18,2022-08-24,1448140000.0,1490900000.0,10044736000.0,-5436043000.0,4608693000.0,-1934891000.0,-682479000.0,,2574978000.0,,-323225000.0,2251753000.0,2251753000.0
549,LRCX,101897,USD,2021,FY,2021-06-30,2021-08-17,2023-08-15,1439250000.0,1459230000.0,14626150000.0,-7820844000.0,6805306000.0,-2323283000.0,-829875000.0,,4370804000.0,,-462346000.0,3908458000.0,3908458000.0
550,LRCX,101897,USD,2022,FY,2022-06-30,2022-08-24,2024-08-29,1398990000.0,1406280000.0,17227039000.0,-9355232000.0,7871807000.0,-2489985000.0,-885737000.0,,5193114000.0,,-587828000.0,4605286000.0,4605286000.0
551,LRCX,101897,USD,2023,FY,2023-06-30,2023-08-15,2024-08-29,1354720000.0,1358340000.0,17428516000.0,-9651591000.0,7776925000.0,-2559915000.0,-832753000.0,,5151360000.0,-42150000.0,-598279000.0,4510931000.0,4510931000.0
2062,LULU,90670,USD,2019,FY,2020-01-31,2020-03-26,2022-03-29,130393000.0,130955000.0,3979296000.0,-1755910000.0,2223386000.0,-1334276000.0,-1334247000.0,-29000.0,897393000.0,,-251797000.0,645596000.0,645596000.0
2063,LULU,90670,USD,2020,FY,2021-01-31,2021-03-30,2023-03-28,130289000.0,130871000.0,4401879000.0,-1937888000.0,2463991000.0,-1614163000.0,-1609003000.0,-5160000.0,849192000.0,-29842000.0,-230437000.0,588913000.0,588913000.0
2064,LULU,90670,USD,2021,FY,2022-01-31,2022-03-29,2024-03-21,130289000.0,130871000.0,6256617000.0,-2648052000.0,3608565000.0,-2233816000.0,-2225034000.0,-8782000.0,1375263000.0,-41394000.0,-358547000.0,975322000.0,975322000.0
2065,LULU,90670,USD,2022,FY,2023-01-31,2023-03-28,2024-03-21,127666000.0,128017000.0,8110518000.0,-3618178000.0,4492340000.0,-2766199000.0,-2757447000.0,-8752000.0,1730304000.0,-397733000.0,-477771000.0,854800000.0,854800000.0
2066,LULU,90670,USD,2023,FY,2024-01-31,2024-03-21,2024-03-21,126726000.0,127060000.0,9619278000.0,-4009873000.0,5609405000.0,-3402228000.0,-3397218000.0,-5010000.0,2250236000.0,-74501000.0,-625545000.0,1550190000.0,1550190000.0
831,LUV,205563,USD,2019,FY,2019-12-31,2020-02-04,2022-02-07,538000000.0,539000000.0,22428000000.0,-15226000000.0,7202000000.0,-4245000000.0,,-1219000000.0,2965000000.0,-8000000.0,-657000000.0,2300000000.0,2300000000.0
832,LUV,205563,USD,2020,FY,2020-12-31,2021-02-08,2023-02-07,565000000.0,565000000.0,9048000000.0,-9683000000.0,-635000000.0,-3181000000.0,,-1255000000.0,-4098000000.0,-158000000.0,1182000000.0,-3074000000.0,-3074000000.0
833,LUV,205563,USD,2021,FY,2021-12-31,2022-02-07,2024-02-06,592000000.0,607000000.0,15790000000.0,-10403000000.0,5387000000.0,-3666000000.0,,-1272000000.0,1303000000.0,22000000.0,-348000000.0,977000000.0,977000000.0
834,LUV,205563,USD,2022,FY,2022-12-31,2023-02-07,2024-02-06,592000000.0,607000000.0,23814000000.0,-17711000000.0,6103000000.0,-5086000000.0,,-1351000000.0,933000000.0,-205000000.0,-189000000.0,539000000.0,539000000.0
835,LUV,205563,USD,2023,FY,2023-12-31,2024-02-06,2024-02-06,595000000.0,640000000.0,26091000000.0,-20346000000.0,5745000000.0,-5521000000.0,,-1522000000.0,571000000.0,62000000.0,-168000000.0,465000000.0,465000000.0
1950,LVS,1076498,USD,2019,FY,2019-12-31,2020-02-07,2022-02-04,771000000.0,771000000.0,12127000000.0,-5873000000.0,6254000000.0,-2808000000.0,-1118000000.0,-1020000000.0,3127000000.0,473000000.0,-432000000.0,3168000000.0,2698000000.0
1951,LVS,1076498,USD,2020,FY,2020-12-31,2021-02-05,2023-02-03,764000000.0,764000000.0,2940000000.0,-2016000000.0,924000000.0,-2189000000.0,-798000000.0,-997000000.0,-1748000000.0,-128000000.0,-24000000.0,-1900000000.0,-1685000000.0
1952,LVS,1076498,USD,2021,FY,2021-12-31,2022-02-04,2024-02-07,764000000.0,764000000.0,4234000000.0,-2541000000.0,1693000000.0,-2299000000.0,-831000000.0,-1041000000.0,-1254000000.0,-220000000.0,5000000.0,-1469000000.0,-961000000.0
1953,LVS,1076498,USD,2022,FY,2022-12-31,2023-02-03,2024-02-07,764000000.0,764000000.0,4110000000.0,-2357000000.0,1753000000.0,-2481000000.0,-936000000.0,-1036000000.0,-1323000000.0,-64000000.0,-154000000.0,-1541000000.0,1832000000.0
1954,LVS,1076498,USD,2023,FY,2023-12-31,2024-02-07,2024-02-07,763000000.0,765000000.0,10372000000.0,-5004000000.0,5368000000.0,-2970000000.0,-1107000000.0,-1208000000.0,1860000000.0,-85000000.0,-344000000.0,1431000000.0,1221000000.0
1379,LW,1077538,USD,2019,FY,2019-05-31,2019-07-25,2021-07-27,146500000.0,147300000.0,3756500000.0,-2753000000.0,1003500000.0,-335100000.0,-335100000.0,,561300000.0,,-133600000.0,487200000.0,478600000.0
1380,LW,1077538,USD,2020,FY,2020-05-31,2020-07-28,2022-07-27,146200000.0,147100000.0,3792400000.0,-2897200000.0,895200000.0,-338300000.0,-338300000.0,,478200000.0,,-112300000.0,365900000.0,365900000.0
1381,LW,1077538,USD,2021,FY,2021-05-31,2021-07-27,2023-07-25,146400000.0,147100000.0,3670900000.0,-2838900000.0,832000000.0,-357200000.0,-357200000.0,,408300000.0,,-90500000.0,317800000.0,317800000.0
1382,LW,1077538,USD,2022,FY,2022-05-31,2022-07-27,2024-07-24,145500000.0,145900000.0,4098900000.0,-3266900000.0,832000000.0,-387600000.0,-387600000.0,,272700000.0,,-71800000.0,200900000.0,200900000.0
1383,LW,1077538,USD,2023,FY,2023-05-31,2023-07-25,2024-07-24,144500000.0,145200000.0,5350600000.0,-3918500000.0,1432100000.0,-550000000.0,-550000000.0,,1233500000.0,,-224600000.0,1008900000.0,1008900000.0
2161,LYB,378183,USD,2019,FY,2019-12-31,2020-02-20,2022-02-24,372000000.0,372000000.0,34727000000.0,-29301000000.0,5426000000.0,-1310000000.0,-1199000000.0,,4052000000.0,,-648000000.0,3404000000.0,3390000000.0
2162,LYB,378183,USD,2020,FY,2020-12-31,2021-02-25,2023-02-23,334000000.0,334000000.0,27753000000.0,-24359000000.0,3394000000.0,-1253000000.0,-1140000000.0,,1968000000.0,-582000000.0,43000000.0,1429000000.0,1420000000.0
2163,LYB,378183,USD,2021,FY,2021-12-31,2022-02-24,2024-02-22,334000000.0,334000000.0,46173000000.0,-37397000000.0,8776000000.0,-1379000000.0,-1255000000.0,,7410000000.0,-624000000.0,-1163000000.0,5623000000.0,5610000000.0
2164,LYB,378183,USD,2022,FY,2022-12-31,2023-02-23,2024-02-22,334000000.0,334000000.0,50451000000.0,-43847000000.0,6604000000.0,-1434000000.0,-1310000000.0,,4845000000.0,-69000000.0,-882000000.0,3894000000.0,3882000000.0
2165,LYB,378183,USD,2023,FY,2023-12-31,2024-02-22,2024-02-22,325000000.0,326000000.0,41107000000.0,-35849000000.0,5258000000.0,-1687000000.0,-1557000000.0,,3145000000.0,-518000000.0,-501000000.0,2126000000.0,2114000000.0
1997,LYV,682157,USD,2019,FY,2019-12-31,2020-02-27,2022-02-23,210082696.0,210082696.0,11547969000.0,-8467182000.0,3080787000.0,-2758316000.0,-2145486000.0,-443991000.0,182731000.0,2373000.0,-66892000.0,118212000.0,69889000.0
1998,LYV,682157,USD,2020,FY,2020-12-31,2021-03-01,2023-02-23,212270944.0,212270944.0,1861178000.0,-1402400000.0,458778000.0,-2111467000.0,-1524342000.0,-485025000.0,-1856162000.0,-503000.0,28875000.0,-1827790000.0,-1724535000.0
1999,LYV,682157,USD,2021,FY,2021-12-31,2022-02-23,2024-02-22,216888355.0,223800400.0,6268447000.0,-4355989000.0,1912458000.0,-2331527000.0,-1754822000.0,-416277000.0,-612478000.0,1211000.0,2481000.0,-608786000.0,-650904000.0
2000,LYV,682157,USD,2022,FY,2022-12-31,2023-02-23,2024-02-22,224809558.0,231556866.0,16681254000.0,-12337524000.0,4343730000.0,-3643694000.0,-2955884000.0,-449976000.0,473365000.0,32082000.0,-96254000.0,409193000.0,295986000.0
2001,LYV,682157,USD,2023,FY,2023-12-31,2024-02-22,2024-02-22,228628390.0,230977326.0,22749073000.0,-17292016000.0,5457057000.0,-4404781000.0,-3557167000.0,-516797000.0,899121000.0,-4577000.0,-160227000.0,734317000.0,563280000.0
1936,MA,331628,USD,2019,FY,2019-12-31,2020-02-14,2022-02-11,1005000000.0,1010000000.0,16883000000.0,,,-7219000000.0,-6697000000.0,-522000000.0,9564000000.0,167000000.0,-1613000000.0,8118000000.0,8118000000.0
1937,MA,331628,USD,2020,FY,2020-12-31,2021-02-12,2023-02-14,1003000000.0,1008000000.0,15301000000.0,,,-7147000000.0,-6567000000.0,-580000000.0,7803000000.0,-43000000.0,-1349000000.0,6411000000.0,6411000000.0
1938,MA,331628,USD,2021,FY,2021-12-31,2022-02-11,2024-02-13,988000000.0,992000000.0,18884000000.0,,,-8708000000.0,-7982000000.0,-726000000.0,9756000000.0,551000000.0,-1620000000.0,8687000000.0,8687000000.0
1939,MA,331628,USD,2022,FY,2022-12-31,2023-02-14,2024-02-13,968000000.0,971000000.0,22237000000.0,,,-9617000000.0,-8867000000.0,-750000000.0,12233000000.0,-501000000.0,-1802000000.0,9930000000.0,9930000000.0
1940,MA,331628,USD,2023,FY,2023-12-31,2024-02-13,2024-02-13,944000000.0,946000000.0,25098000000.0,,,-10551000000.0,-9752000000.0,-799000000.0,14239000000.0,-600000000.0,-2444000000.0,11195000000.0,11195000000.0
1419,MAA,744578,USD,2019,FY,2019-12-31,2020-02-20,2022-02-17,113854000.0,114113000.0,1641017000.0,-377453000.0,1263564000.0,-831091000.0,-43845000.0,-496843000.0,275625000.0,93035000.0,-3696000.0,366618000.0,350123000.0
1420,MAA,744578,USD,2020,FY,2020-12-31,2021-02-18,2023-02-14,114188000.0,114500000.0,1677984000.0,-387966000.0,1290018000.0,-862505000.0,-46858000.0,-510842000.0,264808000.0,1033000.0,-3327000.0,264015000.0,251274000.0
1389,MAR,98192,USD,2019,FY,2019-12-31,2020-02-27,2022-02-15,332700000.0,335500000.0,20972000000.0,-17755000000.0,3217000000.0,-1279000000.0,-938000000.0,-341000000.0,1737000000.0,-138000000.0,-326000000.0,1273000000.0,1273000000.0
